text,time
#央视评女孩跳车身亡货拉拉难辞其咎#【#正观黄河评论#：但愿货拉拉整改公告不是应对舆论一时之需】2月24日，互联网物流企业货拉拉发布公告，就“女子车某某租乘货拉拉网约车跳车身亡事件”，向离世女乘客车某某家属表达歉意，承认平台存在产品安全功能不完善等问题，并表示立即推进整改工作。货拉拉也该整改了。一个女孩在搬家途中非正常死亡，结果在人证、物证上，竟然没有第一时间扎实的东西；愣是在全社会的关注之下，费了大量警力等社会资源，然后才慢慢逼近真相。这都是拜货拉拉相关措施不到位所致。可以说，货拉拉安全措施上的不足，不仅留下隐患，无法第一时间避免类似意外事件，而且在意外发生后，也给逼近真相带来了极大困难。或许货拉拉自认为自己只是一个互联网物流企业。但其实何止物流，还包括人流。毕竟，搬运东西的时候，大概率用户是要跟车的。而且考虑到货拉拉车辆的状态，用户基本上还都是副驾驶座上跟车；那么一旦发生问题，其结果可想而知。某种程度上，货拉拉车辆的安全要求，要比顺风车的安全要求还要高。因为司机和乘客离得太近了，近到可以感受呼吸，可以产生恐慌，可以慌不择路，可以突然意外，因为乘客就在驾驶室的前排，就在司机的身边。但遗憾的是，货拉拉的安全措施一直在视线之外。哪怕有相关投诉，比如这次媒体就发现，那种多收费、司机骚扰报复等问题早就有。但之前，这些是无法得到关注的。毕竟，货拉拉给人的感觉就是拉货的，而且不像顺风车似的离大众那么近，以至于较少聚焦；然后形成了一个野蛮生长，萝卜快了不洗泥的状态；于是，一出问题，就是类似大问题。显然，希望货拉拉认识到根本所在，而不只是把这次的处理当成公关事件；那种等到舆论淡下去之后，依然“涛声依旧”，是很糟糕的。而且真有这种可能。因为现在已经获得了家属的谅解，而且达成赔偿，家属也没有对外公开；这说明，货拉拉是有要求的；显然，是为了避免继续成为舆论的焦点。但问题是，当不成为舆论焦点的时候，当自己这么在乎平息舆论的时候，那么这种整改的承诺，是不是也只是舆论应对上的一时之需呢？打个问号。（黄河评论信箱：zghhpl@163.com）（正观评论员：林大手）,21-2-24 16:15
#央视评女孩跳车身亡货拉拉难辞其咎##央视评女孩跳车身亡货拉拉难辞其咎#这个事件确实暴漏了货拉拉运营方面的一些问题，作为平台方，如果只做的是货运，就应该从开始就要求货主不能跟车。既然没有做这方面的要求，那货拉拉对司机的监管和约束完全就是一个盲区，这种经营性车辆，在经营期间没有录音录像，一旦出现问题，责任很难划分。没有人知道司机和女孩之间到底发生了什么，作为网约车，有滴滴的前车之鉴，竟然没有抄作业，非要等到悲剧发生，有了网络舆论压力才开始整改，这也太被动了。,21-2-24 16:06
#央视评女孩跳车身亡货拉拉难辞其咎##跳车窗女孩家属与货拉拉协商一致##23岁女生在货拉拉车上跳窗身亡#如果被性侵了你会怎么做？👉🏻关注@雨哥有话说雨哥有话说的微博视频,21-2-24 16:04
#央视评女孩跳车身亡货拉拉难辞其咎#怪不得说热搜可以倒逼议程设置呢...如果没有舆论的压力是不是就很难等到“姗姗来迟”的道歉声明和安全整改,21-2-24 16:03
#央视评女孩跳车身亡货拉拉难辞其咎#货拉拉是拉货的，搭乘乘客算是免费的额外服务吧，这样搞，以后只能拒绝搭乘，如果按照客运网约车的要求去管理，运输成本必定上升很多，最后还是顾客买单。货拉拉表示，我们拉货不拉人，以后只能拒绝免费搭车同行。把货按时完好拉到目的地就算完成订单任务。想不明白为啥会把司机的个人行为推给平台，虽然平台有一定的监管责任，但反过来说，监管部门不也一样有责任？为啥客运车辆安装了监控录音，货运的不安？？,21-2-24 15:56
#央视评女孩跳车身亡货拉拉难辞其咎#平台方肯定有责任，最近刷某乎总刷到这个话题。底下一大波人脑补受害人精神过度紧张，防卫过度。更有甚者还举出自己的例子，说自己出租房子，和女生独处一室关上了门，当女生看到他放在角落里的钢锯麻绳等工具的时候，她居然吓得夺路就跑。以此来说明这次案件的受害者也只是和他遇到的事情一样的反应过度。底下虽然有很多人指出来了这样的行为一点也不好笑，希望他能代入到对方的视角去看一下，陌生的房间➕常见于新闻报道犯罪事件里的工具组合➕一个比自己更加身强力壮的陌生人独处一室是一件多么骇人的事情。但还是有很多人在底下哈哈大笑。这种事情真的一点也不好笑，一点也不好笑，一点也不好笑。作为一个普通人面对类似的事件能够做的最大的努力就是让自己尽量远离危险，待在安全的地方。真的很讨厌看到这样的言论，当受害者遇害了开始吐槽受害者不够具有安全意识；当对方具备安全意识，下意识远离危险场景的时候，又开始吐槽对方反应过激。在这种时候抖机灵或者哈哈大笑只能映衬出有些人的无知和对他人生命的轻慢,21-2-24 15:46
#央视评女孩跳车身亡货拉拉难辞其咎#平台多注意一下，整改整改吧🙏以后出门保护好自己iPad,21-2-24 15:19
#网约车跳车事件未发现司机涉违法犯罪#浙江富阳首汽约车及乘客，这件闹得纷纷扬扬的事，可以告一段落。结合#警方还原货拉拉乘客跳窗案经过#，可以看出相似之处。世界是有风险的，治安事件不可能杜绝，但同时，自己吓自己，也是某些缺乏安全感、同时自我受害意识过重的人群的典型特征，每天脑子里都是“总有刁民想害朕”。一个人的健康，不仅是肉体的健康，心理健康，同样重要。,21-6-21 15:35
“就算我夸大其词了，你又损失了什么？”“虽然现在没有，你能保证以后不发生吗？”“尽管不一定是真的，但是现实中肯定有类似的事发生啊”“我是说谎了，但我也没伤害到谁啊”,21-6-21 16:54
你可以再表演一次跳车吗,21-6-21 16:11
关注,21-7-19 19:19
关注,21-7-19 19:38
关注,21-7-20 23:28
关注,21-7-22 10:09
关注,21-7-22 10:11
关注,21-7-22 10:36
关注,21-7-22 14:51
任何时候都要保护好自己！,21-6-21 16:00
这大鼻孔就是撒谎的鼻子,21-6-21 16:29
杞人忧天了吧,21-6-21 16:04
是要做一下检查了，自我认知也有问题,21-6-21 16:15
关注,21-6-24 15:58
关注,21-6-25 16:42
关注,21-6-26 09:53
关注,21-7-7 20:00
关注,21-7-12 20:38
关注,21-7-17 08:17
关注,21-7-19 13:41
关注,21-7-19 13:50
关注,21-7-19 13:56
关注,21-7-19 15:01
关注,21-7-19 15:11
关注,21-7-19 15:14
关注,21-7-19 15:17
是要做下检查,21-6-21 16:39
第一眼我还以为是罗志祥,21-6-21 16:41
活该,21-6-21 16:57
这个丑女的就是想红吧,21-6-21 16:58
觉得造谣是小事的！如果没有录音你们知道会是什么结果吗？只会变成现代“莫须有”！结果只有一个，司机坐牢，然后留案底，三代都要受到影响！这就是你们所谓的造谣是小事？,21-6-21 19:15
还好人没大事儿,21-6-21 15:38
她男朋友赶紧分手吧，认知有问题，可怕。,21-6-21 16:37
女生在外要提高警惕，保护自己没错，但同时也要注意安全！,21-6-21 17:35
是的,21-6-21 17:43
持续关注,21-6-22 14:05
正在关注,21-6-22 14:09
持续关注,21-6-22 14:20
关注,21-6-22 14:21
这女人可能精神真的有点问题,21-6-21 16:42
确实应该做一下精神健康检查。,21-6-21 15:58
骗子+疯子,21-6-21 16:28
说司机一直搭讪，可是现在放出来的录音来看，这女的就特么在造谣,21-6-21 16:25
遇到这种事情跳车真就是唯一的选择吗？,21-6-21 16:09
这么丑却这么自信。以为全宇宙的男的都喜欢她,21-6-21 16:12
哎，好好按导航走嘛，不是所有人都理解的,21-6-21 16:18
素颜跟修图差距好大。,21-6-21 16:56
想问一句，宁不会看地图吗？不会和家人或者朋友视频吗？不会观察周围环境吗？还别人搭讪你？图你那两个大鼻孔吗？杞人忧天认知不健全，跳车厉害昂，下次跳飞机看看,21-6-21 17:47
【#3D还原货拉拉坠车事件经过#：因付费服务发生口角司机另抢单更改路线】3月3日，湖南长沙#警方还原货拉拉乘客跳窗案经过#：事发2月6日，司机周某春询问车某某是否需要付费搬运上车和卸货搬运服务，均被拒绝。在行驶过程中，货拉拉涉事司机抢接下一单更改路线。车某某提出两次车辆偏航，周某春起先未搭理，后用恶劣语气表露不满。随后车某某又两次提出偏航并要求停车，周某春不予理睬。发现车某某将身体探出窗外后，周某春未予制止，也没有紧急停车，仅轻点刹车减速并打开双闪。涉事司机周某春因涉嫌过失致人死亡罪，3月3日#货拉拉涉事司机被批捕#（新京报）#如何看待货拉拉司机被批捕#新京报动新闻的微博视频,21-3-3 20:14
货拉拉女乘客坠亡事件：详解五大疑问>>货拉拉女乘客坠亡事件：详解五大疑问,21-3-3 22:39
几大疑点调查：央视复盘货拉拉女孩身亡事件几大疑点调查,21-3-3 22:25
行业乱象揭露>>货拉拉用户死亡事件背后:性骚扰、临时加价乱象,21-3-3 22:33
从这份详细的通报中可以看出公安部门认真负责的态度。所以说在不了解事情的真相时我们不该妄加猜测，流言蜚语不仅会对当事人及其家庭造成伤害，也会影响执法部门对事情真相的调查进度！相信人民警察，不信谣，不传谣，是我们对真相能够早日拨云见日最大的贡献！微博云法官你们歇着吧。,21-3-3 21:47
对于身体探出窗外准备跳车的乘客，轻点刹车和紧急急刹，哪个更合理呢？或者放开方向盘去用力拉拽乘客回来？,21-3-3 20:16
如果司机代表的是货拉拉，那么属于工作期间行使工作职责时的过失，死亡的女士是货拉拉的客户，并不是司机自然人的客户。所以全部责任应由货拉拉承担，公司法人不就是承担法律责任的吗？至于司机，公司可以内部处理，开除好了。不能好事都是资本家的，出了事都让司机顶吧,21-3-3 20:28
司机做什么都是错的，结果没出来之前是qj犯，结果出来了硬说他是sr犯，反正什么原因都是司机导致的。只因为他是男的,21-3-3 22:25
女孩没有要司机搬运行李；司机觉得没有赚到钱还耽误很多时间所以态度不好……再加上偏航也不说一声，让停车也不停，女孩肯定害怕了……导致悲剧,21-3-3 20:18
一个女生独自乘车被司机恶言相向，还几次偏航，而且路线一看就是小路，司机还不理睬，她能不害怕吗？？？司机想赚钱就能间接害死人？？你们是有病吗体谅司机？！,21-3-3 21:31
如果女的提前搬出来，如果司机回应一次女孩的疑问，也许就没有意外了。可惜没有如果,21-3-3 20:16
两个人都有点轴，司机想多赚点，女孩想多省点，司机以为女孩不会跳，女孩以为司机会停车。情绪稳定和良好沟通非常重要。,21-3-3 20:18
微博上的“法官”真不少呢~,21-3-3 20:18
长期以来部分网友一直诋毁歧视攻击男性，导致女生做出错误判断，这些网友更应该承担责任,21-3-3 20:22
小声bb感觉女生有可能是有点赌气了（再加上电视剧里主角们跳车通常都是滚两圈拍拍土就没事了）,21-3-3 22:28
抠门女人的下场，以为自己精打细算，谁知赔了自己性命，司机迫于平台利益，疏忽大意了,21-3-3 20:22
司机真倒霉，急刹车搞不好直接甩出去，点刹又显得不顾死活。早知道这样，司机不如自己跳了！话说回来，正常的停车规范就是司机的处理方式啊，路边停车还打了双闪！,21-3-3 21:02
不知道我说的对不对，如果是我。1大概率不会晚上搬家，实在没有周末就请个假中午搬。2.会提前把所有行李搬到楼下来，如果我不想付额外的搬运费，毕竟对于司机来说，时间就是金钱。3.应该会找朋友帮我一起做事，而不会一个人搬。4.出门在外，客气一点，不是所有人都是你父母，有义务让着你。,21-3-3 23:45
浪费别人的时间，等于谋财害命——鲁迅,21-3-3 20:29
1，女孩子所有行李已搬到一楼夹层。2，你辛辛苦苦搬下楼剩几步路可以运上车你会花钱叫人搬吗？3，司机偏离原定地点而且往很黑的小路走，并且骂了女生，谁会不害怕？就会共情司机，就不会共情女生？,21-3-4 01:43
女生拒绝司机有偿搬运有什么问题吗？不想让陌生人搭手自己的私人物品，很正常的吧。不是女孩抠门，本身这就是可以选择的一件事，没有什么必然因果。所以更能看出司机的坏,21-3-3 22:46
女孩工资不是很高吗？至于省这一点吗？走的时候就搬了十五次，那下车呢？还要自己搬，我要是司机我也有意见啊！别说司机了，就是朋友你也不好意思让人家一直等吧。。。明显脑子有问题,21-3-3 23:35
评论目瞪口呆几乎全是一边倒偏向司机的，想问问微博使用者大多都是什么人？每次出事总是和疑犯共情？,21-3-4 00:27
这个女孩可能联想到了，郑州空姐被网约车司机强奸杀害案,21-3-3 20:26
这不是她的问题，她只是为了自保，只是误判。我们光天白日，坐在沙发上尽情嘲笑一个夜里恐慌的女孩，如同站在岸上的人，指责落水者姿势不够正确。,21-3-3 23:41
司机是有错，可是女孩子的死确实是自己造成的啊！,21-3-3 22:49
其实这件事的根源就在于货拉拉！如果有规范的制度严厉禁止司机偏航！如果有规范的制度规定货主在拖延多久后自动增加费用，保护司机的利益！如果app能够规范自己的制度，不让司机在接单中继续接单！如果app可以有紧急情况报警求助！如果app哪怕在行驶中自动开启录音功能！如果。因此货拉拉难辞其咎！,21-3-3 22:37
如果有为了制止去拉她衣服现在的检测报告司机该怎么解释指甲里面有衣服痕迹……,21-3-3 20:27
个人看法，司机后来的态度是取决于女孩一开始的态度，女孩高傲不理会人也是问题之一，司机两次问她钱问题，第一次搬货太慢，司机提醒她只有40分钟，女孩不理会，，第二次车上，司机问卸货需要加钱(超时需要加钱)，女孩拒绝，如果她一开始态度好一点，同意超时加钱卸货，司机也不至于变道赶时间接单,21-3-3 23:20
我是做物流行业的，人员不够时要外请司机，有时等待时间长，都要和司机说抱歉或加费用,21-3-3 22:48
评论里站着道德的制高点说什么女生不懂人情世故给搬运费不报警不告知家人朋友活该的这世界的冷漠你全占，冷漠不是中立，而是密密的针戳向那个夜晚走投无路的女生,21-3-4 00:09
我只能说司机遇上这样的客人也是倒霉，谁遇着这样的客人也是倒霉,21-3-3 23:02
上次我叫货拉拉搬沙发，到地方后司机说搬运距离有点远需要加钱（实际也就100米而且有小拉车），说加20我看快过年了都不容易也没矫情什么的就给他了，到地方后因为我家是跃层没提前和他说要搬到二层的情况下，也帮我挺费劲的搬到二层了，没提再加钱，走的时候我给他塞了包烟，我想这可能就是互相的吧,21-3-3 23:36
感觉整件事情都挺无奈，一个神经过敏，以为司机要对她干什么，一个神经大条，以为乘客承受能力好好，哎，悲剧就是控制不了情绪，缺乏沟通,21-3-3 21:03
说白了这女的就是社会经验太少，吃亏太少，而司机没想到就是这女的怎么气性这么大,21-3-3 23:11
为司机感到痛心，碰到这么极端的客户。,21-3-3 20:18
站在死者角度分析，死者是比较节省，但站在货拉拉司机角度来说赚钱也不容易，起初来回搬运15次，期间等待那么长时间，后又要搬回公寓最少也要发费那么长时间，站在心理学角度分析，货拉拉司机确实会心理不满，但我觉得起初货拉拉司机就可以拒绝此单业务，也不会有悲剧的发生,21-3-3 21:45
影视剧少点宣传跳车无大碍的画面吧，这女的怎么也想不到跳下去命没了,21-3-3 20:56
这事两人都有过错，但是司机的错误也不至于犯法，只能说是一场悲剧，然而微博女在警察调查完成前就想给司机定一个强奸未遂致人死亡的罪名，真的恶臭。,21-3-3 23:33
就不明白怎么会有那些觉得她耽误司机时间的，警方通告里她让司机等了36分，平台规定让司机等待超40分加收费用，她是合规的。司机赚不到搬运费就态度恶劣才是不守规，单这个问题有些人是非观是怎么了。,21-3-3 20:43
个人感觉平台也有很大责任。打个比方，假如司机跑一单收200，那么即便女孩自己搬东西导致耽误35分钟，司机的怨气也会少很多。一场价值仅51元的搬家事件导致一个花一样的女孩死亡，货拉拉需要反省,21-3-4 00:00
敢情没耐性不说话不好好哄搞冷战………就有可能导致过失致人死亡。女孩的跳车并不存在必要性紧迫性和不得已性。,21-3-3 20:32
这女孩大晚上搬家?见鬼了。。,21-3-3 21:26
搬家不都把东西搬到楼下再叫车吗？车到了再一点点搬啊？？,21-3-3 22:37
大晚上偏航两次恶语相向，行驶的路越走越黑，再怎么说也要把人送到再说吧？规定等待时间四十分钟，超过需要加钱，但女生没有超时，不看评论了，有人觉得女生不给司机钱是女生不对，乱收钱的话怎么可能给？,21-3-4 00:29
女孩死的可真冤,21-3-3 20:33
请不要误导群众，不讲道德，明明是抄近道。,21-3-3 20:18
我也好几次用货拉拉搬家，他们的收费确实低，我都是额外在给他们一点小费或者让他们提供搬运，他们就会热情一些,21-3-3 22:34
女孩事先不为搬家做好准备，哪有这样一次次上下楼的，让司机等了太多时间，心情自然不好。情绪不好，很容易发生不该发生的事。,21-3-3 22:21
评论区受害者有罪论都疯了。,21-3-3 23:14
一出什么命案就叫女人要好好保护自己这次偏航女性询问司机不理会敢问哪个女的不怕？？？还被你们说她夸张了？？？到底要怎么保护自己才对没在车上的都没资格评判那个女孩,21-3-4 00:20
对于为了养家糊口争分夺秒挣钱的人不能过于吝啬,21-3-3 20:47
要求他停车了，为什么不停车？就想看着别人死吧？,21-3-3 23:13
且不说还原度能有百分之多少？？司机作为服务过程中，不能未征得客户同意就随意更改路线吧，本次服务还未结束就接新单，半夜里，单独一个20出头女孩子跟38岁中年男子，途中三次偏航，大路不走偏走偏僻的小路，让停车还不停车，还恶语相向……额，我一个三十多岁的女汉子都害怕，谁能不害怕，但如果是,21-3-4 00:45
涉嫌过失致人死亡，因为在看到她探出窗外的危险举动，［没有采取制止和紧急刹车］……的确是要负责的……唉如果都能好好沟通就能避免悲剧……,21-3-3 20:18
货拉拉的不要搬运，司机甩脸子，还有要求升级车型，总之多要钱,21-3-3 20:24
去年叫过两次货拉拉搬运，都被司机的低素质气的半死，开口搬运价格就是吓死人，不要他搬了马上态度极为恶劣，狂催，因为都是教育程度比较低的人在开货车，用户体验巨差,21-3-3 23:28
司机在言语上威胁恐吓了女生，要比女生凭空自己吓自己吓得跳车要合理得多。女生也是事业成功、独立生活的成年人，如果精神上这么脆弱是做不到的。那些仅仅因为没有打斗的痕迹就断定是女生想多了的人，都是在恶意侮辱死者。,21-3-3 21:23
女生并没有超时,21-3-3 23:37
人家都搬到1楼了，花费的这个时间只是拿到车上而已，我寻思司机没来就都拿到外面，也没人帮女孩看着，要是被偷了谁来负责呢？觉得钱少不想接单当初就别接啊，对人家态度不好算啥，大家都是赚辛苦钱的，拉货不就是你选择的工作吗？因为女孩是消费者就得忍着你随意改变路线，40分钟没到就收其他费用？,21-3-4 00:14
为什么不按手机上的一键报警，没脑子？跳窗解决问题了？司机又没过分举动，报警不就行了,21-3-3 23:05
被害人已死，怎么说全凭司机一张嘴了。,21-3-3 22:25
为什么要偏航根本不应该偏航,21-3-3 20:43
我极其害怕和货拉拉司机，出租车司机，外卖跑腿等发生冲突，每次都会对他们特别客气，但凡多麻烦他们一点或者多拖一点时间都会给与一点点补偿，烟，水或者加点钱。因为时间对他们来说就是钱，而且他们大多是没有受过太多教育的（没有任何歧视的意思）这类人偏执起来很可怕。所以花点小钱买个大家都开心,21-3-3 23:32
这他妈不怪货拉拉平台吗？平台为什么在订单没结束的前提下还允许司机接单？为什么不按原路线行驶？就是司机和平台共同责任,21-3-4 00:52
安全第一，做人也不要太固执,21-3-3 20:16
我之前搬过家，司机来之前都会打电话沟通。东西搬下来了没有需要搬家服务么？上次我搬家30多公里，加上搬家费花了520元，还好一次搞定，司机人也很好，全部帮我拿下来，又帮我报上去楼上,21-3-3 23:14
一个服务行业的人应该有服务意识。应该遵守这行业的规则，如果出事起码不会自己有事，除非你好黑仔。这女的也太不会做人，15来回搬运，师傅等你的时间真难受，不是说她有错，但是作为成年人，起码对生命负责。就在等待时候双方的已怒火冲天,21-3-3 23:14
一面之词，司机说的话，反正我是不信！又没监控又没录音，谁知道他在车里说了多可怕的话恐吓女孩！,21-3-4 00:04
为什么又都在骂女生？？？她只是想节省点钱不是么？自己搬又不是不可以，慢点又如何？为什么非要花钱让男的一起搬这件事明显是这个男司机问题最大，态度不好，一单没搞完就又约下一单，还偏航多次，都要跳车了还不赶紧停。只能你节约时间多抢一单赚钱，不能人家女孩自己搬东西省钱？,21-3-4 01:01
人血馒头好吃吗？还尼玛做成3D的，照顾观感体验是吧？,21-3-3 20:41
警方还原就明晰了很多，不过……还是不大明白女孩跳车的目的，难道仅仅是因为价格、路线谈不拢？跳车的话，这一车的东西怎么办？按理跳车得遇到威胁吧？等待进一步的调查,21-3-3 23:12
眼看就要过年了，姑娘叫货拉拉自己搬图省钱，司机晚上接单想多赚没得逞还搭时间等候，说到底就是个人利益的问题互不相让，可想而知当晚车上氛围有多尴尬多压抑，一条鲜活生命就在这须臾之间逝去了……人生不易，且活且珍惜。,21-3-3 21:13
什么叫自杀？女的也没想到这个男的真不停车啊，没看到这个司机自己都说，女生要求停车，他不停才选择跳车，轻微减速，还有人把责任怪在女生身上。司机没责任你们去保释去啊。,21-3-4 00:49
女孩子选择自己搬东西怎么了？有洁癖不愿意让别人碰自己的东西没有问题吧？而且耽误时间女孩子也没有说超时不给钱吧？货拉拉司机是服务行业，服务行业态度这么差还能洗，也是服的,21-3-4 00:36
替女孩感到惋惜,21-3-3 20:16
司机倒霉摊上这么个主,21-3-3 20:27
我实在理解不了，女孩既然有防范之心那为什么非要晚上搬家？？？这不自相矛盾吗？白天不能办？我当时搬家还是请假搬家的,21-3-4 04:26
狗奴舍得出大价钱养狗，却为了几块钱运费，搭上自己身家性命！而且还把另一个家庭顶梁柱拖下水！跳车死亡的那个女人，就是为了养狗，而搬家的！,21-3-3 20:43
让我想到了曾经遇过的一个只考虑自己不为别人考虑、自以为是同时伴有被迫害妄想症的女孩，可难沟通了，让人很无奈。,21-3-3 22:32
舍命不舍财，害已又害人！,21-3-3 20:59
讲真，货拉拉这个平台，朋友用了三次，每次司机到达搬家现场后，都要求额外加费用跟平台说，貌似也没有什么管控措施,21-3-3 22:40
等待时长这里有问题，四十分钟免费包括但不含所有车型，九米六的大车跟两三米的面包能比吗，换句话就是小型车应相应减少免费等待时长司机权益也要保护的,21-3-4 01:58
何来偏航一说？这是货拉拉，本质上是托运货物的，不是滴滴好吗？司机只负责把货拉到目的地，都是货主要求司机拉人司机才会把人也捎带上，并且人上车是免费的。司机的任务是拉货，只要货能到，怎么走近就怎么走。凭什么让司机跟着货主认定的路线走？你怎么不去花钱坐滴滴？免费顺风车就别要求司机这么多,21-3-4 09:31
所以是不是因为一直偏航女生考虑到自己的安全害怕了才会跳车的可能性更大呢？,21-3-3 23:04
我读书的时候老师一直告诉我们法律不强人所难，可是这算什么不强人所难？我觉得司机挺难的，他的服务是有问题，但真的该用刑事责任来惩罚吗？,21-3-4 00:30
说没有超过40分钟女孩子有这个权利让司机等36分钟的我想问问法律规定了必须按导航走？法律规定了一定要理她？人都有情绪的一单赚30搬上40分钟搬下40分钟路程20分钟…两小时赚30别人也有老人妻儿,21-3-4 07:47
这样真的很吓人之前我和舍友要路上再接上两个男生一起出去，跟司机说了两三次都毫无回应，然后还从他们面前直直的开过去，不停车也不说话，大白天的吓得我俩都不敢吱声了。。更何况晚上她一个女生,21-3-4 01:08
我第一次用货拉拉搬家，也约了小推车。当天下雨，车到不了单元门，司机把我们东西扔路边就走了，说他抢了下一单。自从跟他说了不需要加钱他帮忙搬之后，态度特别差。两单无缝衔接我们两个小姑娘就在雨里一趟趟手搬，还怕东西丢，箱子全浇烂了。明明推车几趟就能扔到单元门，10分钟都不等。,21-3-4 00:52
看完才知道11公里原来才51块钱，还能免费等40分钟，比滴滴便宜多了啊。,21-3-4 09:31
货拉拉是拉货的，不是拉人的，没有规定一定要什么服务等级,21-3-3 20:38
得亏没伸手拉一把，要不然更说不清了。,21-3-3 23:23
就只有一个当事人，讲话内容就随便说吧哈哈哈。,21-3-3 23:28
忍一时风平浪静，退一步海阔天空。在面对不知底细的人的时候，还是得随机应变，而不是一味的横。也没有指责双方的意思。希望活着的人能从这件事中获得教训。任何时候，命最重要，先保命,21-3-4 00:23
出门在外安全第一,21-3-3 20:15
没事就不要跟车。打个车跟着不好吗，副驾座那里尬聊也很尴尬啊,21-3-3 22:44
看了一个男性博主还原当晚的偏航路线情景，黑不隆冬的，一个男生都觉得害怕，那这女孩当时还被司机语言暴力，几次偏航后让停车不停，心里害怕才会跳车吧，很多人说手机求救，那么紧张还能想到手机么，应该是想远离可怕的人，也没想到跳车会导致死亡。,21-3-4 00:14
能在大城市独自生活，敢于夜晚独自搬家，在司机催促下还能不理睬司机，在司机偏航时能勇敢指责司机的女性绝对不是一个内心极端脆弱的女孩子。但是她的各种强势冷淡也让司机以冷漠相对，我认为这是独立女性的自我保护做法。所以冲动跳窗不是她的做派，她应该是想以此威胁司机但被风压体位意外带出车窗。,21-3-4 10:53
平台过错,21-3-3 20:19
这个司机真可怜,21-3-4 07:49
→_→这个女人也太能作了,21-3-4 08:23
要不是她搬运时间耗太多，费用也不给，那人家司机路上会节约时间偏航吗？,21-3-4 07:35
我跟一个人吵架然后他要跳楼我没拦着我算过失致人死亡罪吗,21-3-4 09:49
第一，拒绝搬运费，想省点钱不是客户的自由嘛；第二，规定司机等待超过四十分钟额外增加费用，女孩没超过时间，但司机态度情绪就已经恶劣了，女孩没理会而不是吵架，不是在忍让嘛？第三，从多次偏航司机不理睬或恶言相向，怎么还能安慰自己是为了尽快到达目的地所做的行为？女孩跳车是为了救自己。,21-3-4 10:45
但凡双方各善良一点，彼此理解一点也不至于这样。,21-3-4 00:41
某些评论说36分钟没超时的我觉得这种性格真得反思一下，不然你迟早也会遇到差不多的事，这完全就是只顾自己不考虑他人的自私性格，确实按平台规定这没超时，但是严格来讲司机也有权利拒绝女孩跟车，毕竟货车只拉货不载人，当事人应该自己叫个滴滴过去，怎么跟车的时候就不想着按照规定来了？,21-3-3 22:47
女孩有多害怕才选择跳车呀,21-3-4 10:24
只争分秒赚钱，也是难,21-3-3 20:18
严管严惩,21-3-3 20:21
要自己搬又不提前搬下来，大晚上让人家在那等那么久，一趟下来几个钟头就赚那几十块钱，再跟人家说几句客气话，还能有什么事，自己搬的又不是没遇到过。就算有事何须急着跳车？,21-3-3 23:33
评论大部分说女生的都是男生不排除有女性哈因为恶臭找我我就拉黑评论有个nt让人无语跟他意见不合就咒人跳车,21-3-4 01:42
所以以后是否自备录音设备或者上车打开录音。再者快速拨号110,21-3-4 09:17
我很多年前就曾经被华威货的司机抢过货，后来是一位路边骑电动车的小哥自发追踪此车找到他藏的地方，才报警成功找回来，可至今我也不明白为什么抢我的货，中国互联网经济发展神速，配套的措施老是跟不上，总要到死人了才补救，而且补救措施都从来没想过共享到其他平台，是到了制定全行业法则的时候了,21-3-4 14:01
事已至此就希望少判两年吧,21-3-3 20:40
女孩子会害怕很正常（至于那些说她脑补太多的，我们交流不来，别来烦我），她确实有过错，司机也有过错，女孩子已经付出了生命的代价，我国法律最严重的也不过死刑了，司机也有了牢狱之灾，但我觉得我们应该从中学到什么，比如沟通。我觉得货拉拉公司也有很大责任，需要整改，不要一味吸血了。,21-3-4 01:24
强奸的呢？猥亵的呢？微博第一时间就断案的微博法官哪去了,21-3-4 09:19
真傻！希望追究货拉拉责任，货拉拉根本把客户和员工当人，能怎么坑就怎么坑的,21-3-4 00:01
等了40分钟才上车，卸车还得花40分钟。80分钟+30分钟路程，两个小时，30块钱再减去油费，有情绪正常。一个不懂体谅，一个又太轴。司机赌气不想说话接了下一单，抄近道想赶紧结束给她送到家。她脑补了太多，极端的她选择了跳车。而且我觉得司机在女孩跳车时处理的没毛病啊？急刹更容易甩出去啊？,21-3-4 03:11
一般正常人不会因为这点小事就跳窗吧，肯定还有其他原因,21-3-4 07:33
赞同//@叫我女王大人咯:如果是我。1大概率不会晚上搬家，实在没有周末就请个假中午搬。2.会提前把所有行李搬到楼下来，如果我不想付额外的搬运费，毕竟对于司机来说，时间就是金钱。3.应该会找朋友帮我一起做事，而不会一个人搬。4.出门在外，客气一点，不是所有人都是你父母，有义务让着你。,21-3-4 09:56
女生一点错都没有，不想加钱让司机搬自己动手搬了没有错，在规定的40分钟等待时间内搬完又哪里有错？司机如果说是被平台压榨赚的少对平台不满那也是平台机制的问题，把情绪发泄在工作中和顾客身上本来就已经不对了，之后发现女孩要跳车还没有制止并且没有减速那就是在变相杀人啊！,21-3-4 12:41
货拉拉司机和女孩的命，都不好。司机不是坏人，女孩也不是坏人，俩人都没想害人。但就是因为误会，意外发生了。甚至误会的起因，是生活的痛苦，女孩想要省钱司机想赚钱。惨剧发生了，两个人的误会，从诞生那一刻开始，到姑娘逝世，不但没有解开，这中间的信任成本，才是杀死姑娘的凶手。,21-3-4 20:49
血的教训希望这些平台能记住,21-3-3 20:21
